location,bhk,total_sqft,bath,price
Tetouan,4,1923,2,1015736
Tetouan,3,2185,2,1027404
Tetouan,1,881,1,590625
Tetouan,5,2852,3,1276805
Tetouan,5,3086,4,1749748
Tetouan,6,3485,4,1692424
Tetouan,4,1788,2,937238
Tetouan,5,3247,3,1804929
Oujda,5,3498,3,1781035
Oujda,3,1359,2,695193
Oujda,3,1956,3,1057772
Oujda,5,2451,4,1351961
Oujda,3,1344,1,781613
Oujda,4,1921,3,1129889
Oujda,6,2412,4,1381247
Oujda,2,812,1,675419
Oujda,6,3403,3,1499980
Oujda,2,1116,1,719361
Oujda,4,2151,3,1120929
Oujda,4,1440,2,776252
Oujda,5,3487,3,1428410
Oujda,3,2372,3,1070140
Oujda,4,2274,2,1140486
Oujda,2,1144,2,920399
Oujda,3,2389,3,1095727
Oujda,2,894,2,510471
Oujda,4,1769,3,822025
Oujda,6,3407,4,1642505
Oujda,5,2464,4,1212766
Oujda,4,1597,3,692765
Oujda,2,765,2,413167
Oujda,6,2962,3,1285334
Oujda,4,1612,2,846060
Oujda,3,1637,3,748547
Oujda,5,2840,4,1375446
Oujda,4,2172,3,1088256
Oujda,4,1455,1,693305
Oujda,5,3377,3,1637408
Oujda,6,2584,4,1188301
Oujda,5,3058,3,1791822
Oujda,3,2193,3,1010591
Oujda,2,1283,2,809998
Oujda,3,1917,3,968878
Oujda,3,1590,3,921125
Oujda,5,2981,4,1441449
Oujda,6,2554,4,1211778
Oujda,4,2255,3,1105082
Oujda,4,1638,3,814321
Oujda,5,2684,3,1173061
Oujda,6,2970,4,1417478
Oujda,3,2142,2,1171825
Oujda,2,834,1,400497
Oujda,1,1160,2,756578
Oujda,1,1188,2,713878
Oujda,2,1220,1,890402
Oujda,3,1688,2,839915
Oujda,5,3468,3,1767099
Oujda,5,3427,4,1627732
Oujda,6,2741,3,1135658
Oujda,5,3348,3,1805090
Oujda,6,2785,4,1340366
Oujda,1,1216,1,795561
Oujda,4,1680,3,847519
Oujda,5,2836,4,1124962
Oujda,5,2523,4,1336884
Oujda,3,1398,2,723186
Oujda,1,769,1,658658
Oujda,3,1695,3,798247
Oujda,4,1577,3,938194
Mohammadia,2,944,2,571130
Mohammadia,2,1010,2,677791
Mohammadia,6,3386,4,1765393
Mohammadia,6,3094,3,1561464
Mohammadia,6,2474,3,1140701
Mohammadia,1,1119,1,710592
Mohammadia,5,3500,4,1521600
Mohammadia,6,2756,3,1222902
Mohammadia,6,3499,3,1855438
Mohammadia,3,1381,2,682903
Mohammadia,1,931,2,610576
Mohammadia,1,966,1,431278
Mohammadia,5,3243,4,1685394
Mohammadia,6,3206,3,1635450
Mohammadia,6,2495,3,1236726
Mohammadia,6,2990,3,1127493
Mohammadia,3,1396,1,907296
Mohammadia,4,2257,2,1169457
Mohammadia,2,1245,2,871469
Mohammadia,5,2965,3,1408836
Mohammadia,4,1381,2,822376
Mohammadia,4,1341,2,842722
Mohammadia,1,1034,1,532819
Mohammadia,4,1832,3,1188134
Mohammadia,2,899,1,405528
Mohammadia,5,3073,4,1571575
Mohammadia,3,2120,3,1090693
Mohammadia,6,2842,3,1131291
Mohammadia,3,1469,1,737708
Mohammadia,4,2225,2,936529
Mohammadia,2,965,1,670381
Mohammadia,2,1148,1,770066
Mohammadia,6,3267,4,1575798
Mohammadia,6,2517,3,1157624
Mohammadia,6,2880,3,1243361
Mohammadia,1,784,1,625527
Mohammadia,4,1377,1,885972
Mohammadia,5,2578,3,1343284
Mohammadia,2,836,2,427751
Mohammadia,3,1809,2,1094388
Mohammadia,4,2234,3,1193177
Mohammadia,4,1428,1,814554
Mohammadia,6,3131,4,1814202
Mohammadia,5,3254,3,1678262
Mohammadia,6,2542,4,1317928
Mohammadia,4,2282,3,1181258
Mohammadia,4,1925,2,1054548
Mohammadia,6,2742,4,1198277
Mohammadia,6,2715,3,1313626
Mohammadia,1,1117,2,842791
Mohammadia,2,1219,2,690266
Mohammadia,3,1612,2,837782
Mohammadia,3,1825,3,1139324
Mohammadia,5,3483,3,1510212
Mohammadia,4,1492,1,744923
Mohammadia,6,2808,3,1337686
Mohammadia,3,2203,2,992895
Mohammadia,5,3013,3,1851223
Mohammadia,4,1922,3,1164903
Mohammadia,4,2058,2,980936
Mohammadia,5,2976,3,1255586
Mohammadia,4,1545,2,777541
Mohammadia,3,2344,3,966903
Mohammadia,5,2856,3,1401206
Mohammadia,6,2982,3,1401357
Mohammadia,6,2998,4,1285100
Mohammadia,2,1033,1,527026
Mohammadia,2,913,2,664394
Mohammadia,5,2834,4,1327036
Mohammadia,1,1048,1,570938
Mohammadia,5,2790,3,1424197
Mohammadia,4,1438,2,870235
Mohammadia,6,2936,4,1428768
Mohammadia,5,2620,4,1250012
Mohammadia,4,1862,2,971139
Mohammadia,4,2020,2,995213
Mohammadia,6,2734,3,1443944
Mohammadia,6,2503,4,1264295
Mohammadia,6,3287,3,1780643
Mohammadia,6,2860,3,1276237
Mohammadia,2,1117,1,872362
Mohammadia,3,2387,3,969764
Mohammadia,4,1878,3,936734
Mohammadia,3,1906,2,1187872
Mohammadia,2,933,2,503408
Mohammadia,6,3049,3,1827302
Mohammadia,2,1260,2,862034
Mohammadia,3,1490,2,813572
Mohammadia,4,2038,3,1155168
Mohammadia,6,2988,4,1196269
Mohammadia,3,2081,2,1006887
Mohammadia,6,3363,4,1569452
Mohammadia,5,3136,4,1867675
Mohammadia,4,2338,3,1000370
Mohammadia,1,926,1,563858
Mohammadia,4,1835,3,974681
Mohammadia,6,3180,4,1736741
Mohammadia,3,1305,1,918888
Azrou,3,2102,3,946423
Azrou,4,2168,3,994651
Azrou,4,2053,3,1192320
Azrou,6,2970,3,1268708
Azrou,1,954,2,417809
Azrou,2,855,1,589761
Azrou,6,3147,3,1773473
Azrou,3,1880,2,946638
Azrou,6,3091,4,1625103
Azrou,5,2817,3,1179584
Azrou,6,2919,3,1144654
Azrou,2,993,2,697173
Azrou,5,2814,4,1351051
Agadir,3,1400,2,938609
Agadir,6,3118,4,1683660
Agadir,5,2866,4,1315127
Agadir,3,1358,1,898290
Agadir,4,2008,3,1182573
Agadir,5,2521,4,1303623
Agadir,5,2878,3,1368225
Agadir,5,2633,4,1281197
Agadir,3,2011,3,1081846
Agadir,5,2972,3,1186230
Agadir,5,3499,4,1651750
Agadir,5,2584,3,1175694
Agadir,3,2304,2,1140651
Agadir,2,978,2,518977
Agadir,1,896,2,555182
Agadir,2,1145,1,758622
Agadir,6,2734,4,1184106
Agadir,5,2863,4,1260580
Agadir,5,3409,3,1830601
Agadir,1,921,2,557227
Agadir,1,1284,2,913017
Agadir,4,1351,2,680353
Agadir,3,1734,2,774677
Agadir,2,1273,1,843643
Agadir,6,3423,3,1546893
Agadir,3,2062,3,1147989
Agadir,5,2586,3,1360406
Agadir,5,3324,3,1769921
Agadir,3,1501,,833117
Agadir,6,2966,4,1268480
Agadir,4,1755,3,919090
Agadir,2,1038,1,662146
Agadir,6,2815,4,1393183
Agadir,4,1550,3,922775
Agadir,3,2146,2,1035110
Agadir,3,1954,2,995528
Agadir,1,1085,1,492651
Agadir,6,2582,4,1327530
Agadir,4,1594,2,789174
Agadir,3,1728,2,816966
Agadir,6,2863,4,1211557
Agadir,5,3091,4,1585446
Agadir,3,1730,2,813663
Agadir,4,1522,2,884264
Agadir,3,1610,3,754248
Agadir,6,2815,3,1270447
Agadir,3,2074,2,955349
Agadir,4,1481,2,894927
Agadir,5,2575,4,1219815
Agadir,6,3150,3,1465140
Agadir,3,1422,1,863135
Agadir,2,815,1,454385
Agadir,2,815,1,686012
Agadir,4,1966,2,956217
Agadir,2,1231,1,893760
Agadir,6,2777,3,1389072
Agadir,6,2472,4,1183600
Agadir,2,843,2,433151
Agadir,5,2753,4,1102402
Agadir,4,1363,1,796688
Agadir,5,3434,4,1678125
Agadir,1,1129,1,683165
Agadir,5,3450,3,1560184
Agadir,1,1146,1,863202
Agadir,6,3067,4,1667135
Agadir,1,1097,1,631798
Agadir,3,1719,2,791983
Agadir,3,2393,3,935412
Agadir,1,1254,1,833551
Agadir,3,2050,2,1058557
Agadir,5,2487,4,1328489
Agadir,4,1712,3,922968
Agadir,4,2306,2,971425
Agadir,6,2940,4,1409488
Agadir,6,3030,4,1720772
Agadir,3,1499,1,695833
Agadir,6,2645,4,1167653
Agadir,5,2532,3,1449771
Agadir,5,3044,4,1898061
Agadir,5,3040,4,1521860
Agadir,6,2984,3,1123283
Agadir,1,940,1,401170
Agadir,6,2615,4,1424436
Agadir,5,2435,4,1181665
Agadir,1,854,1,513591
Agadir,4,1910,3,1124294
Agadir,2,907,1,404252
Agadir,5,3077,3,1503368
Agadir,6,3027,3,1410162
Agadir,3,1584,3,723642
Agadir,4,1989,2,943223
Agadir,5,2588,3,1436650
Agadir,5,3419,3,1487179
Agadir,2,1185,1,860499
Agadir,6,2405,3,1258627
Agadir,3,1963,3,1019130
Agadir,6,2726,3,1365106
Agadir,3,1997,2,973263
Essaouira,6,3202,4,1844703
Essaouira,5,3055,4,1453770
Essaouira,1,826,1,562115
Essaouira,4,2088,3,949421
Essaouira,3,1704,2,946515
Essaouira,5,3494,4,1561025
Essaouira,5,3324,4,1742424
Essaouira,3,2345,2,1056117
Essaouira,5,2614,4,1381911
Essaouira,5,2904,4,1280948
Essaouira,5,2828,3,1446599
Essaouira,2,791,2,680775
Essaouira,4,1999,2,1123116
Essaouira,4,2031,3,1019791
Essaouira,3,1644,3,863568
Essaouira,1,945,2,411062
Essaouira,1,1130,1,682455
Essaouira,2,850,2,413832
Essaouira,1,1180,1,937313
Essaouira,4,1407,1,782773
Essaouira,6,2408,3,1264147
Essaouira,4,2318,3,954038
Essaouira,4,1987,3,1031983
Essaouira,6,2418,3,1319222
Essaouira,6,2938,4,1290265
Essaouira,1,825,1,471545
Essaouira,5,2870,3,1222249
Essaouira,5,2499,3,1221150
Essaouira,4,1634,2,842483
Essaouira,1,996,2,435286
Essaouira,5,2958,3,1228575
Essaouira,3,2194,2,1035817
Essaouira,4,2338,2,1026250
Essaouira,6,2708,4,1258030
Essaouira,3,1378,2,921254
Essaouira,6,2836,3,1419577
Essaouira,5,3430,4,1766707
Essaouira,3,1934,2,1057406
Essaouira,2,995,2,644323
Essaouira,5,2463,3,1370396
Essaouira,3,2213,2,1127023
Essaouira,4,1901,2,1043074
Essaouira,5,2713,3,1419836
Essaouira,2,875,1,482887
Essaouira,1,1016,2,484733
Essaouira,5,3380,3,1707434
Essaouira,3,1989,3,1080207
Essaouira,5,3446,3,1656804
Essaouira,3,1993,2,1154896
Essaouira,3,1822,3,994694
Essaouira,6,2709,3,1188923
Essaouira,3,2315,3,1002072
Essaouira,6,2691,4,1386653
Essaouira,3,1523,3,926944
Essaouira,1,900,2,501289
Essaouira,6,2931,4,1374210
Essaouira,3,1820,3,1171354
Essaouira,1,1268,1,920188
Essaouira,6,3423,4,1610544
Essaouira,6,2522,3,1326050
Essaouira,3,1738,3,725063
Essaouira,4,1427,1,684132
Essaouira,3,1463,1,818562
Essaouira,3,2043,2,1028649
Essaouira,1,850,1,420104
Essaouira,2,1073,2,485745
Essaouira,3,1794,2,779116
Essaouira,1,1275,1,899499
Essaouira,4,1923,2,1161543
Essaouira,2,893,2,643097
Essaouira,6,3148,3,1613637
Essaouira,1,1089,2,583362
Essaouira,2,1125,2,803051
Essaouira,4,2086,2,1012535
Essaouira,1,780,1,604558
Essaouira,6,2788,4,1368969
Essaouira,3,2267,3,925206
Essaouira,2,1249,2,917666
Essaouira,5,2787,4,1338703
Essaouira,6,2917,4,1292554
Essaouira,3,1862,3,1128241
Essaouira,1,994,1,689901
Essaouira,6,3237,4,1701780
Essaouira,6,3017,3,1881124
Fes,1,947,1,507272
Fes,2,1114,1,718716
Fes,4,1425,1,759641
Fes,5,3235,4,1673470
Fes,4,2333,3,1117991
Fes,6,2503,4,1233615
Fes,2,945,1,626196
Fes,6,3007,3,1711758
Fes,3,1301,2,865500
Fes,5,2572,4,1397046
Fes,3,1322,2,840988
Fes,3,1987,3,1090327
Fes,5,2664,3,1172775
Fes,3,1468,2,851563
Fes,3,1990,3,986784
Fes,4,2261,3,1024221
Fes,5,2849,3,1370732
Fes,4,1694,3,785525
Fes,3,1334,2,799711
Fes,6,3443,3,1637221
Fes,4,1420,1,884574
Fes,5,2535,3,1346501
Fes,4,2385,2,988647
Fes,6,3446,4,1531332
Fes,5,2858,3,1411064
Fes,4,1542,3,891193
Fes,5,2810,4,1368332
Fes,5,3251,4,1549170
Fes,6,2519,3,1356725
Fes,6,2514,4,1449885
Fes,3,1417,2,882256
Fes,6,2506,3,1162066
Fes,6,2422,3,1446474
Fes,1,1139,2,790603
Fes,6,3101,3,1500401
Fes,2,890,1,542090
Fes,3,1691,3,764259
Fes,3,1895,2,1102467
Fes,4,2098,3,937444
Fes,4,2094,3,922767
Fes,3,1851,2,926795
Fes,4,1377,1,863142
Fes,3,2134,3,922009
Fes,3,1330,2,947712
Fes,3,1764,3,688319
Fes,5,3023,4,1829889
Fes,6,3446,4,1778050
Fes,4,1682,3,751028
Fes,5,3165,4,1587412
Fes,4,1521,3,944145
Fes,4,1414,1,825099
Fes,3,1521,3,850777
Fes,4,1866,3,1041540
Fes,5,3434,4,1489792
Fes,4,1548,3,931702
Fes,5,2849,3,1275982
Meknes,6,2462,3,1321734
Meknes,6,3056,4,1757761
Meknes,4,1916,2,1026125
Meknes,4,1490,2,850172
Meknes,5,3490,3,1521747
Meknes,4,1516,2,824012
Meknes,1,885,2,629505
Meknes,6,2495,3,1354198
Meknes,1,869,1,504216
Meknes,5,2929,4,1322885
Meknes,6,3379,3,1637995
Meknes,5,2539,3,1270131
Meknes,5,3058,3,1730178
Meknes,3,1394,2,867430
Meknes,4,1660,2,720853
Meknes,6,3413,4,1707285
Meknes,3,1882,3,994464
Meknes,3,1711,3,705031
Meknes,5,2454,4,1294267
Meknes,6,3137,3,1513696
Meknes,3,1367,2,703604
Meknes,6,2663,3,1370384
Meknes,6,3191,3,1610833
Meknes,4,1312,1,916574
Meknes,5,2984,3,1235565
Meknes,1,782,1,413169
Meknes,1,1034,1,413495
Meknes,3,2385,3,1178346
Meknes,6,2884,4,1385198
Meknes,3,2105,3,933560
Meknes,2,834,1,533798
Meknes,5,2923,3,1295331
Meknes,3,2250,2,967258
Meknes,3,1830,2,1037208
Meknes,1,908,2,590442
Meknes,6,2909,3,1350564
Meknes,6,2794,4,1179369
Meknes,6,2874,4,1121268
Meknes,6,2633,4,1307543
Meknes,3,1676,3,862618
Meknes,2,776,1,542306
Essmara,5,2406,3,1256811
Essmara,5,2789,4,1348984
Essmara,2,796,1,450305
Essmara,3,2243,2,940299
Essmara,1,1093,2,609814
Essmara,4,1877,2,990499
Essmara,1,815,2,665400
Essmara,6,2757,4,1350347
Essmara,4,2384,3,1061689
Essmara,5,3335,4,1516402
Essmara,3,1871,3,948818
Gulmim,4,1457,1,899051
Gulmim,3,2200,2,1023452
Gulmim,3,1484,2,693551
Gulmim,4,1987,2,1132557
Gulmim,2,841,1,632165
Gulmim,2,1294,1,801717
Gulmim,3,1375,1,927782
Gulmim,1,990,1,521603
Gulmim,3,1913,3,1060306
Gulmim,2,836,2,438760
Gulmim,4,1963,3,1054200
Gulmim,1,1124,1,747109
Gulmim,3,1883,2,1151854
Gulmim,4,1709,2,847378
Gulmim,3,2283,2,1021449
Gulmim,5,3221,4,1897688
Gulmim,5,3056,4,1620450
Gulmim,4,1542,2,920613
Gulmim,3,2059,3,1190718
Gulmim,5,2933,3,1422978
Gulmim,1,811,2,596402
Gulmim,6,3463,3,1708373
Gulmim,3,1408,1,696365
Gulmim,4,1601,3,936211
Gulmim,6,2405,3,1218949
Dakhla,6,3198,4,1896159
Dakhla,6,3163,4,1879843
Dakhla,3,1438,1,932240
Dakhla,4,1327,2,714506
Dakhla,6,2780,3,1127357
Dakhla,6,3096,3,1485809
Dakhla,5,3201,4,1762309
Dakhla,5,3279,4,1442137
Dakhla,6,3349,4,1637023
Dakhla,3,2237,2,944962
Dakhla,6,2420,4,1256607
Dakhla,3,1769,3,799596
Dakhla,6,3057,4,1683140
Dakhla,3,1337,1,791603
Dakhla,3,2390,3,1176205
Dakhla,1,1206,1,875984
Dakhla,3,2142,2,1141195
Dakhla,4,2177,3,1136148
Dakhla,6,2521,3,1194616
Dakhla,2,1144,2,896753
Dakhla,3,1775,2,730556
Dakhla,4,1870,2,1166177
Dakhla,6,2595,4,1343554
Dakhla,4,2313,3,1098215
Dakhla,4,1585,2,682590
Dakhla,2,1225,1,752473
Dakhla,4,1601,3,891538
Dakhla,6,2502,3,1109588
Dakhla,5,2499,3,1134703
Dakhla,4,2135,2,928970
Dakhla,3,1614,3,783038
Dakhla,6,2481,3,1182380
Dakhla,1,1054,2,404998
Dakhla,3,1355,1,798648
Dakhla,4,1819,2,1162104
Dakhla,3,1550,2,853009
Dakhla,6,2485,3,1136874
Dakhla,4,2021,3,1014332
Dakhla,3,2197,2,1099359
Dakhla,1,1165,1,947350
Dakhla,3,2106,3,1129335
Laayoun,3,1660,2,916022
Laayoun,4,2322,2,1035418
Laayoun,1,1153,1,927126
Laayoun,3,1546,3,706871
Laayoun,3,2081,3,961466
Laayoun,2,1292,2,814451
Laayoun,5,3089,3,1556994
Laayoun,3,2194,3,1186603
Laayoun,6,3109,3,1434705
Laayoun,4,1455,2,862964
Laayoun,6,2613,3,1243605
Laayoun,5,3129,3,1820080
Laayoun,4,1736,2,923143
Laayoun,2,781,2,582330
Laayoun,1,1042,2,564303
Laayoun,4,1879,3,1035265
Laayoun,4,2003,3,992199
Laayoun,1,810,1,557105
Laayoun,4,1472,2,739941
Laayoun,2,810,1,440887
Laayoun,4,2319,2,1143586
Laayoun,5,2885,4,1247340
Laayoun,4,1809,3,966933
Laayoun,5,2798,4,1217235
Laayoun,1,770,2,611268
Laayoun,1,1233,1,772119
Laayoun,3,2164,3,1027878
Laayoun,2,760,1,680734
Laayoun,6,2733,4,1343594
Taza,1,1130,1,713427
Taza,4,1575,2,858819
Taza,6,3361,3,1807478
Taza,6,3356,3,1538889
Taza,6,2739,3,1229181
Taza,2,1235,2,897031
Taza,5,2744,4,1182933
Taza,6,3328,4,1730919
Taza,3,2085,2,998873
Taza,4,2366,3,982764
Taza,3,2088,3,922833
Taza,4,2105,2,999449
Taza,4,1870,3,1021338
Taza,1,875,2,633001
Taza,4,2204,2,1070815
Taza,6,3069,4,1816910
Taza,2,1216,1,814382
Taza,5,3245,3,1863310
Taza,1,1076,1,552323
Taza,3,1419,2,829526
Taza,6,2918,4,1382365
Taza,5,3202,4,1418256
Taza,2,752,1,407405
Taza,6,3164,4,1753431
Beni Mellal,4,1572,2,913029
Beni Mellal,6,3348,3,1642520
Beni Mellal,2,1108,2,861731
Beni Mellal,6,2835,4,1409569
Beni Mellal,5,2868,3,1183448
Beni Mellal,5,2698,4,1250019
Beni Mellal,5,2922,4,1357514
Beni Mellal,6,2776,3,1134964
Beni Mellal,3,2093,2,992439
Beni Mellal,4,1786,3,866369
Beni Mellal,5,3013,3,1741959
Beni Mellal,4,1775,3,882806
Beni Mellal,4,2217,3,1092157
Beni Mellal,5,2418,3,1110218
Beni Mellal,6,2430,3,1387073
Beni Mellal,3,2275,3,964138
Beni Mellal,6,2686,3,1134946
Beni Mellal,2,1183,1,683378
Beni Mellal,2,1093,1,405377
Beni Mellal,5,2489,3,1174336
Beni Mellal,5,2471,3,1157727
Beni Mellal,6,3347,4,1502399
Beni Mellal,3,2292,3,955237
Beni Mellal,6,2697,3,1387277
Beni Mellal,5,2870,4,1147532
Beni Mellal,6,3024,3,1484340
Beni Mellal,3,2361,3,1109759
Beni Mellal,2,1124,2,701343
Beni Mellal,6,2914,3,1359218
Beni Mellal,4,2217,3,1129032
Beni Mellal,2,813,2,697482
Beni Mellal,2,880,1,516829
Beni Mellal,3,2226,2,947455
Beni Mellal,1,1256,1,816439
Beni Mellal,6,3021,3,1593801
Beni Mellal,6,2972,4,1415973
Beni Mellal,3,1888,2,1180455
Beni Mellal,6,2519,3,1151900
Beni Mellal,1,804,2,430570
Beni Mellal,6,2750,3,1231053
Beni Mellal,4,2177,2,959217
Beni Mellal,3,2007,2,1172125
Beni Mellal,2,1051,2,414367
Beni Mellal,6,2547,3,1102425
Beni Mellal,4,2365,2,1105533
Beni Mellal,3,1425,1,946391
Beni Mellal,3,1570,2,798871
Beni Mellal,6,3446,4,1563583
Beni Mellal,4,1822,2,1042723
Beni Mellal,4,1793,3,721571
Beni Mellal,3,1621,3,885918
Beni Mellal,4,1729,2,752419
Beni Mellal,1,786,2,638733
Beni Mellal,4,2273,2,1143190
Beni Mellal,1,1091,1,610295
Beni Mellal,1,993,1,488632
Beni Mellal,6,2894,4,1262167
Beni Mellal,6,3359,3,1723664
Beni Mellal,6,2769,4,1408309
Beni Mellal,1,1270,2,748489
Beni Mellal,3,1577,3,699719
Beni Mellal,1,1216,2,719146
Beni Mellal,3,2024,3,970471
Beni Mellal,4,1559,3,783165
Beni Mellal,6,2931,3,1398931
Beni Mellal,5,2536,3,1315793
Beni Mellal,3,1605,3,771197
Beni Mellal,6,3496,3,1483798
Beni Mellal,5,3068,3,1402330
Beni Mellal,3,1541,2,884145
Beni Mellal,2,830,2,417121
EL Jadida,3,1610,3,860185
EL Jadida,3,1816,3,1088646
EL Jadida,4,1334,2,776293
EL Jadida,4,2075,2,1005154
EL Jadida,4,1711,2,731373
EL Jadida,3,2069,3,1154890
EL Jadida,1,921,2,660176
EL Jadida,2,1216,2,843684
EL Jadida,4,1316,2,924190
EL Jadida,6,3402,3,1542263
EL Jadida,4,2378,2,961886
EL Jadida,4,1962,3,1159439
EL Jadida,3,2134,3,1134743
EL Jadida,1,1068,1,454129
EL Jadida,3,2172,3,924738
EL Jadida,2,846,2,415029
EL Jadida,2,1239,2,918136
EL Jadida,3,2347,2,1021505
EL Jadida,5,3062,3,1404640
EL Jadida,3,1611,3,829618
EL Jadida,5,3015,4,1500546
EL Jadida,1,854,1,437269
EL Jadida,5,2756,4,1273471
EL Jadida,5,3415,3,1732547
EL Jadida,3,1435,1,708194
EL Jadida,3,1616,2,806864
EL Jadida,6,2979,3,1274156
EL Jadida,4,1327,1,735598
EL Jadida,4,1657,2,926650
EL Jadida,6,2629,3,1199908
EL Jadida,6,3098,3,1812592
EL Jadida,3,2062,3,940494
EL Jadida,6,3314,4,1546049
EL Jadida,4,1769,3,911573
EL Jadida,4,1601,3,841289
EL Jadida,5,3124,3,1606123
EL Jadida,6,3151,3,1568686
EL Jadida,5,3048,3,1606525
EL Jadida,5,2982,3,1396797
EL Jadida,6,3204,3,1508238
EL Jadida,3,1656,3,843341
EL Jadida,5,3009,3,1667725
EL Jadida,1,814,1,562512
EL Jadida,5,3201,4,1635309
EL Jadida,5,3029,4,1641000
EL Jadida,2,1085,1,433173
EL Jadida,1,1280,1,759610
Nador,1,1196,2,743363
Nador,5,3387,4,1527352
Nador,6,2492,3,1258867
Nador,3,1630,3,834454
Nador,3,1913,3,1078323
Nador,2,1025,2,494643
Nador,6,3292,3,1803986
Nador,6,3476,4,1645063
Nador,5,3377,3,1591507
Nador,3,1740,2,725870
Nador,4,2078,2,1111627
Nador,4,2373,3,1130396
Nador,3,1654,2,876022
Nador,3,1714,3,943076
Nador,3,1684,3,854597
Nador,4,2165,3,978230
Nador,6,3424,3,1652381
Nador,3,2030,2,1033234
Nador,3,2039,2,1006791
Nador,5,3305,4,1856197
Nador,4,2368,3,1036965
Nador,4,1875,2,1085865
Nador,5,2960,4,1262342
Nador,5,2639,3,1366036
Nador,3,2296,3,1171010
Nador,1,1275,1,733095
Nador,6,3412,4,1663902
Nador,6,2466,4,1288664
Zagoura,2,1134,2,825791
Zagoura,3,1497,2,792312
Zagoura,4,1475,1,943131
Zagoura,2,1133,1,841482
Zagoura,2,1157,1,746091
Zagoura,6,2535,4,1398110
Zagoura,5,2876,3,1150123
Zagoura,1,811,1,644274
Zagoura,2,1287,2,683193
Tata,2,1074,1,610800
Tata,3,2392,2,1015311
Tata,3,1761,3,810029
Tata,5,3195,4,1878809
Tata,6,3273,3,1648384
Tata,6,3471,3,1576408
Tata,5,3332,4,1638465
Tata,5,2825,4,1302984
Tata,4,2170,3,1181531
Tata,4,1343,2,701403
Tata,1,1055,1,565383
Ourzazat,6,2635,3,1321679
Ourzazat,3,2160,2,940743
Ourzazat,4,2250,2,958131
Ourzazat,6,3330,4,1734023
Ourzazat,4,1342,1,721815
Ourzazat,3,1784,3,942302
Ourzazat,3,1613,3,716592
Ourzazat,3,2289,3,1144564
Ourzazat,3,2225,2,1023629
Ourzazat,5,3267,3,1638633
Ourzazat,4,1608,2,845889
Ourzazat,2,1021,1,670975
Ourzazat,4,1984,3,935022
Ourzazat,3,1714,2,734667
Ourzazat,5,2631,3,1383387
Ourzazat,3,2108,2,1058695
Ourzazat,4,1894,3,969115
Ourzazat,3,2083,3,1041182
Ourzazat,3,2097,3,952780
Ourzazat,6,3476,3,1790844
Ourzazat,1,1017,1,515392
Ourzazat,5,2646,3,1158182
Ourzazat,6,2975,3,1334198
Ourzazat,5,2766,3,1390862
Ourzazat,5,3371,4,1872405
Ourzazat,3,1543,2,902012
Ourzazat,2,799,2,598988
Ourzazat,4,1555,2,752443
Ourzazat,3,1599,2,857791
Ourzazat,5,3129,4,1508194
Ourzazat,2,939,2,621215
Ourzazat,4,1542,2,938978
Sidi ifni,4,1367,2,943368
Sidi ifni,5,2620,4,1327642
Sidi ifni,3,1617,3,850222
Sidi ifni,3,1500,1,701701
Sidi ifni,6,2590,4,1175753
Sidi ifni,6,2897,3,1325179
Sidi ifni,1,949,2,404083
Sidi ifni,5,3419,3,1883713
Sidi ifni,5,3414,3,1512321
Sidi ifni,5,3041,3,1543730
Azrou,2,781,1,541090
Azrou,6,3151,4,1825930
Azrou,4,1415,1,844742
Azrou,3,1980,2,1011768
Azrou,1,1140,2,846886
Azrou,1,1076,2,405080
Azrou,5,2857,3,1359072
Azrou,4,1810,2,1069252
Azrou,2,863,2,678535
Azrou,5,2649,3,1288488
Azrou,6,3209,4,1616371
Azrou,6,3287,3,1841493
Azrou,5,3388,3,1512108
Azrou,4,1595,2,711061
Azrou,6,3486,4,1420325
Azrou,3,2130,3,976547
Azrou,6,2437,4,1308081
Azrou,1,893,2,535403
Azrou,4,1858,2,1071447
Azrou,4,2132,3,986869
Azrou,4,1951,3,1061549
Azrou,4,1635,3,697245
Azrou,4,1969,2,1071583
Azrou,6,2501,3,1415226
Azrou,2,812,2,438487
Lhajb,6,2746,3,1435836
Lhajb,4,2373,2,1135982
Lhajb,2,980,2,525170
Lhajb,3,1570,2,726539
Lhajb,6,2586,3,1206974
Khouribga,3,2197,3,1102256
Khouribga,1,1191,2,941460
Khouribga,1,1042,1,632041
Khouribga,3,2151,3,1042584
Khouribga,3,2196,2,1193036
Khouribga,2,1185,1,886221
Khouribga,5,2928,4,1377894
Khouribga,3,2088,3,1095374
Khouribga,5,2800,3,1333435
Khouribga,3,2062,2,1033037
Khouribga,5,2750,3,1226432
Khouribga,6,2791,3,1122565
Khouribga,1,863,2,447857
Khouribga,5,3381,4,1761649
Khouribga,5,3103,4,1546400
Khouribga,2,1207,1,875404
Khouribga,2,1178,1,904312
Khouribga,1,902,2,693136
Khouribga,6,2698,4,1378363
Khouribga,1,1272,2,733281
Khouribga,4,1815,3,1184162
Khouribga,1,1031,1,519651
Khouribga,3,2061,3,1084171
Khouribga,6,3206,3,1410618
Khouribga,6,3352,4,1509628
Khouribga,5,3179,3,1592868
Khouribga,6,2878,4,1150571
Khouribga,5,2428,3,1215194
Khouribga,5,3498,4,1669822
Khouribga,5,2865,3,1307266
Khouribga,6,2590,4,1132212
Khouribga,6,2501,4,1249494
